ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AmharicGloss
BelejeGonfoye-150_clothclothes-1,,BelejeGonfoye,150_clothclothes,oɾi,oɾi,o ɾ i,,Bremer2016,,,^ o ɾ i $,default,ልብስ
Maiyu-151_toplayaninstrument-1,,Maiyu,151_toplayaninstrument,béː,béː,b éː/eː,,Bremer2016,,,^ b éː $,default,
Undulu-151_toplayaninstrument-1,,Undulu,151_toplayaninstrument,béː,béː,b éː/eː,,Bremer2016,,,^ b éː $,default,
BelejeGonfoye-151_toplayaninstrument-1,,BelejeGonfoye,151_toplayaninstrument,beː,beː,b eː,,Bremer2016,,,^ b eː $,default,
Maiyu-152_earlyinthemorning-1,,Maiyu,152_earlyinthemorning,adːʊk’ʊʃ,adːʊk’ʊʃ,a dː ʊ k ʔ ʊ ʃ,,Bremer2016,,,^ a dː ʊ k ’ ʊ ʃ $,default,ማለዳ፣ጠዋት
Fadashi-152_earlyinthemorning-1,,Fadashi,152_earlyinthemorning,meneɗɛʃimːbe,meneɗɛʃimːbe,m e n e ɗ ɛ ʃ i mː b e,,Bremer2016,,,^ m e n e ɗ ɛ ʃ i mː b e $,default,ማለዳ፣ጠዋት
Undulu-152_earlyinthemorning-1,,Undulu,152_earlyinthemorning,mɛn ɗɛ́ʃí,mɛn_ɗɛ́ʃí,m ɛ n + ɗ ɛ́/ɛ ʃ í/i,,Bremer2016,,,^ m ɛ n _ ɗ ɛ́ ʃ í $,default,ማለዳ፣ጠዋት
BelejeGonfoye-152_earlyinthemorning-1,,BelejeGonfoye,152_earlyinthemorning,maːbus,maːbus,m aː b u s,,Bremer2016,,,^ m aː b u s $,default,ማለዳ፣ጠዋት
Maiyu-153_trumpet-1,,Maiyu,153_trumpet,awaza,awaza,a w a z a,,Bremer2016,,,^ a w a z a $,default,
Fadashi-153_trumpet-1,,Fadashi,153_trumpet,wáːsa,wáːsa,w áː/aː s a,,Bremer2016,,,^ w áː s a $,default,
Undulu-153_trumpet-1,,Undulu,153_trumpet,wáːsa,wáːsa,w áː/aː s a,,Bremer2016,,,^ w áː s a $,default,
Maiyu-154_betrue-1,,Maiyu,154_betrue,asːé,asːé,a sː é/e,,Bremer2016,,,^ a sː é $,default,እውነት
Fadashi-154_betrue-1,,Fadashi,154_betrue,asːé,asːé,a sː é/e,,Bremer2016,,,^ a sː é $,default,እውነት
Undulu-154_betrue-1,,Undulu,154_betrue,goːɗi,goːɗi,g oː ɗ i,,Bremer2016,,,^ g oː ɗ i $,default,እውነት
BelejeGonfoye-154_betrue-1,,BelejeGonfoye,154_betrue,tɛn:te,tɛn:te,t ɛ nː t e,,Bremer2016,,,^ t ɛ n: t e $,default,እውነት
Maiyu-155_scratchscrapeoff-1,,Maiyu,155_scratchscrapeoff,"p’eːra, kɔŋkɔne",p’eːra,p ʔ eː r a,,Bremer2016,,,^ p ’ eː r a $,default,ጫረ
Maiyu-155_scratchscrapeoff-2,,Maiyu,155_scratchscrapeoff,"p’eːra, kɔŋkɔne",kɔŋkɔne,k ɔ ŋ k ɔ n e,,Bremer2016,,,^ k ɔ ŋ k ɔ n e $,default,ጫረ
Fadashi-155_scratchscrapeoff-1,,Fadashi,155_scratchscrapeoff,k’oŋkoni,k’oŋkoni,k ʔ o ŋ k o n i,,Bremer2016,,,^ k ’ o ŋ k o n i $,default,ጫረ
Undulu-155_scratchscrapeoff-1,,Undulu,155_scratchscrapeoff,ɓeːra,ɓeːra,ɓ eː r a,,Bremer2016,,,^ ɓ eː r a $,default,ጫረ
BelejeGonfoye-155_scratchscrapeoff-1,,BelejeGonfoye,155_scratchscrapeoff,k’okone,k’okone,k ʔ o k o n e,,Bremer2016,,,^ k ’ o k o n e $,default,ጫረ
Maiyu-156_dig-1,,Maiyu,156_dig,fʊda,fʊda,f ʊ d a,,Bremer2016,,,^ f ʊ d a $,default,ቆፈረ (ለእንስሳት)
Fadashi-156_dig-1,,Fadashi,156_dig,hoːɗa,hoːɗa,h oː ɗ a,,Bremer2016,,,^ h oː ɗ a $,default,ቆፈረ (ለእንስሳት)
BelejeGonfoye-156_dig-1,,BelejeGonfoye,156_dig,baːla,baːla,b aː l a,,Bremer2016,,,^ b aː l a $,default,ቆፈረ (ለእንስሳት)
Maiyu-157_bread-1,,Maiyu,157_bread,p’ɪmːp’íl,p’ɪmːp’íl,p ʔ ɪ mː p ʔ í/i l,,Bremer2016,,,^ p ’ ɪ mː p ’ í l $,default,ዳቦ
Fadashi-157_bread-1,,Fadashi,157_bread,ɓɛmbɛl,ɓɛmbɛl,ɓ ɛ m b ɛ l,,Bremer2016,,,^ ɓ ɛ m b ɛ l $,default,ዳቦ
Undulu-157_bread-1,,Undulu,157_bread,ɓɪmɓɪl,ɓɪmɓɪl,ɓ ɪ m ɓ ɪ l,,Bremer2016,,,^ ɓ ɪ m ɓ ɪ l $,default,ዳቦ
BelejeGonfoye-157_bread-1,,BelejeGonfoye,157_bread,bɪmːbil,bɪmːbil,b ɪ mː b i l,,Bremer2016,,,^ b ɪ mː b i l $,default,ዳቦ
Maiyu-158_trousers-1,,Maiyu,158_trousers,asʊrwâl,asʊrwâl,a s ʊ r w â/a l,,Bremer2016,,,^ a s ʊ rw â l $,default,ሱሪ
Fadashi-158_trousers-1,,Fadashi,158_trousers,asːurwal,asːurwal,a sː u r w a l,,Bremer2016,,,^ a sː u rw a l $,default,ሱሪ
Undulu-158_trousers-1,,Undulu,158_trousers,aʃoŋːhár,aʃoŋːhár,a ʃ o ŋː h á/a r,,Bremer2016,,,^ a ʃ o ŋːh á r $,default,ሱሪ
BelejeGonfoye-158_trousers-1,,BelejeGonfoye,158_trousers,asurani,asurani,a s u r a n i,,Bremer2016,,,^ a s u r a n i $,default,ሱሪ
Maiyu-159_guest-1,,Maiyu,159_guest,as’ís’i,as’ís’i,a s ʔ í/i s ʔ i,,Bremer2016,,,^ a s ’ í s ’ i $,default,እንግዳ
Fadashi-159_guest-1,,Fadashi,159_guest,as’is’i,as’is’i,a s ʔ i s ʔ i,,Bremer2016,,,^ a s ’ i s ’ i $,default,እንግዳ
Undulu-159_guest-1,,Undulu,159_guest,as’ís’i,as’ís’i,a s ʔ í/i s ʔ i,,Bremer2016,,,^ a s ’ í s ’ i $,default,እንግዳ
BelejeGonfoye-159_guest-1,,BelejeGonfoye,159_guest,as’is’e,as’is’e,a s ʔ i s ʔ e,,Bremer2016,,,^ a s ’ i s ’ e $,default,እንግዳ
Maiyu-160_bertaknife-1,,Maiyu,160_bertaknife,handʒir,handʒir,h a n dʒ i r,,Bremer2016,,,^ h a n dʒ i r $,default,
Fadashi-160_bertaknife-1,,Fadashi,160_bertaknife,haɳ͡ dʒir,haɳ͡_dʒir,h a ɳ_/ɲ dʒ i r,,Bremer2016,,,^ h a ɳ͡_ dʒ i r $,default,
Undulu-160_bertaknife-1,,Undulu,160_bertaknife,haŋːhir,haŋːhir,h a ŋː h i r,,Bremer2016,,,^ h a ŋːh i r $,default,
BelejeGonfoye-160_bertaknife-1,,BelejeGonfoye,160_bertaknife,haɲgɪri,haɲgɪri,h a ɲ g ɪ r i,,Bremer2016,,,^ h a ɲ g ɪ r i $,default,
Maiyu-161_net-1,,Maiyu,161_net,aʃɛ́bəka,aʃɛ́bəka,a ʃ ɛ́/ɛ b ə k a,,Bremer2016,,,^ a ʃ ɛ́ b ə k a $,default,መረብ
Fadashi-161_net-1,,Fadashi,161_net,ʃiŋí,ʃiŋí,ʃ i ŋ í/i,,Bremer2016,,,^ ʃ i ŋ í $,default,መረብ
Undulu-161_net-1,,Undulu,161_net,ʃíːle,ʃíːle,ʃ íː/iː l e,,Bremer2016,,,^ ʃ íː l e $,default,መረብ
BelejeGonfoye-161_net-1,,BelejeGonfoye,161_net,deŋi nəguŋu,deŋi_nəguŋu,d e ŋ i + n ə g u ŋ u,,Bremer2016,,,^ d e ŋ i _ n ə g u ŋ u $,default,መረብ
Maiyu-162_rain-1,,Maiyu,162_rain,rɔ,rɔ,r ɔ,,Bremer2016,,,^ r ɔ $,default,ዝናብ
Fadashi-162_rain-1,,Fadashi,162_rain,rô,rô,r ô/o,,Bremer2016,,,^ r ô $,default,ዝናብ
Undulu-162_rain-1,,Undulu,162_rain,rô,rô,r ô/o,,Bremer2016,,,^ r ô $,default,ዝናብ
BelejeGonfoye-162_rain-1,,BelejeGonfoye,162_rain,rô,rô,r ô/o,,Bremer2016,,,^ r ô $,default,ዝናብ
Maiyu-163_year-1,,Maiyu,163_year,rɔ́ːndu,rɔ́ːndu,r ɔ́ː/ɔː n d u,,Bremer2016,,,^ r ɔ́ː n d u $,default,አመት
Fadashi-163_year-1,,Fadashi,163_year,róóndu,róóndu,r óó/oː n d u,,Bremer2016,,,^ r óó n d u $,default,አመት
Undulu-163_year-1,,Undulu,163_year,róːndu,róːndu,r óː/oː n d u,,Bremer2016,,,^ r óː n d u $,default,አመት
BelejeGonfoye-163_year-1,,BelejeGonfoye,163_year,roŋoloʔur,roŋoloʔur,r o ŋ o l o ʔ u r,,Bremer2016,,,^ r o ŋ o l o ʔ u r $,default,አመት
Maiyu-164_time-1,,Maiyu,164_time,áːŋ,áːŋ,áː/aː ŋ,,Bremer2016,,,^ áː ŋ $,default,ጊዜ
Fadashi-164_time-1,,Fadashi,164_time,áŋ moːso,áŋ_moːso,á/a ŋ + m oː s o,,Bremer2016,,,^ á ŋ _ m oː s o $,default,ጊዜ
Undulu-164_time-1,,Undulu,164_time,asːat,asːat,a sː a t,,Bremer2016,,,^ a sː a t $,default,ጊዜ
BelejeGonfoye-164_time-1,,BelejeGonfoye,164_time,təkolal,təkolal,t ə k o l a l,,Bremer2016,,,^ t ə k o l a l $,default,ጊዜ
Maiyu-165_smelltransv-1,,Maiyu,165_smelltransv,áŋɔna,áŋɔna,á/a ŋ ɔ n a,,Bremer2016,,,^ á ŋ ɔ n a $,default,አሸተተ
Fadashi-165_smelltransv-1,,Fadashi,165_smelltransv,aŋoní,aŋoní,a ŋ o n í/i,,Bremer2016,,,^ a ŋ o n í $,default,አሸተተ
Undulu-165_smelltransv-1,,Undulu,165_smelltransv,aŋːoní,aŋːoní,a ŋː o n í/i,,Bremer2016,,,^ a ŋː o n í $,default,አሸተተ
BelejeGonfoye-165_smelltransv-1,,BelejeGonfoye,165_smelltransv,aŋonɛne,aŋonɛne,a ŋ o n ɛ n e,,Bremer2016,,,^ a ŋ o n ɛ n e $,default,አሸተተ
Maiyu-166_sharpen-1,,Maiyu,166_sharpen,áp’ila,áp’ila,á/a p ʔ i l a,,Bremer2016,,,^ á p ’ i l a $,default,ሳለ (ለቢላ)
Fadashi-166_sharpen-1,,Fadashi,166_sharpen,aːɓila,aːɓila,aː ɓ i l a,,Bremer2016,,,^ aː ɓ i l a $,default,ሳለ (ለቢላ)
Undulu-166_sharpen-1,,Undulu,166_sharpen,aːɓila,aːɓila,aː ɓ i l a,,Bremer2016,,,^ aː ɓ i l a $,default,ሳለ (ለቢላ)
BelejeGonfoye-166_sharpen-1,,BelejeGonfoye,166_sharpen,guʷane,guʷane,g uʷ/u a n e,,Bremer2016,,,^ g uʷ a n e $,default,ሳለ (ለቢላ)
Maiyu-167_groundsoilearth-1,,Maiyu,167_groundsoilearth,s’ak’a,s’ak’a,s ʔ a k ʔ a,,Bremer2016,,,^ s ’ a k ’ a $,default,መሬት
Fadashi-167_groundsoilearth-1,,Fadashi,167_groundsoilearth,s’ak’a,s’ak’a,s ʔ a k ʔ a,,Bremer2016,,,^ s ’ a k ’ a $,default,መሬት
Undulu-167_groundsoilearth-1,,Undulu,167_groundsoilearth,s’ak’a,s’ak’a,s ʔ a k ʔ a,,Bremer2016,,,^ s ’ a k ’ a $,default,መሬት
BelejeGonfoye-167_groundsoilearth-1,,BelejeGonfoye,167_groundsoilearth,tʃ’ɛka,tʃ’ɛka,tʃ ʔ ɛ k a,,Bremer2016,,,^ tʃ ’ ɛ k a $,default,መሬት
Maiyu-168_saddle-1,,Maiyu,168_saddle,amaɗí,amaɗí,a m a ɗ í/i,,Bremer2016,,,^ a m a ɗ í $,default,ኮሪቻ
Fadashi-168_saddle-1,,Fadashi,168_saddle,amaɗé,amaɗé,a m a ɗ é/e,,Bremer2016,,,^ a m a ɗ é $,default,ኮሪቻ
Undulu-168_saddle-1,,Undulu,168_saddle,amaɗé,amaɗé,a m a ɗ é/e,,Bremer2016,,,^ a m a ɗ é $,default,ኮሪቻ
BelejeGonfoye-168_saddle-1,,BelejeGonfoye,168_saddle,aːmele,aːmele,aː m e l e,,Bremer2016,,,^ aː m e l e $,default,ኮሪቻ
Maiyu-169_beads-1,,Maiyu,169_beads,amanzi,amanzi,a m a n z i,,Bremer2016,,,^ a m a n z i $,default,ጨሌ
Fadashi-169_beads-1,,Fadashi,169_beads,amanzi,amanzi,a m a n z i,,Bremer2016,,,^ a m a n z i $,default,ጨሌ
Undulu-169_beads-1,,Undulu,169_beads,amanzi,amanzi,a m a n z i,,Bremer2016,,,^ a m a n z i $,default,ጨሌ
BelejeGonfoye-169_beads-1,,BelejeGonfoye,169_beads,aʔmɛndʒi,aʔmɛndʒi,a ʔ m ɛ n dʒ i,,Bremer2016,,,^ a ʔ m ɛ n dʒ i $,default,ጨሌ
Maiyu-170_rat-1,,Maiyu,170_rat,amasíɲ,amasíɲ,a m a s í/i ɲ,,Bremer2016,,,^ a m a s í ɲ $,default,አይጥ
Fadashi-170_rat-1,,Fadashi,170_rat,amaziɲ,amaziɲ,a m a z i ɲ,,Bremer2016,,,^ a m a z i ɲ $,default,አይጥ
Undulu-170_rat-1,,Undulu,170_rat,amazí,amazí,a m a z í/i,,Bremer2016,,,^ a m a z í $,default,አይጥ
BelejeGonfoye-170_rat-1,,BelejeGonfoye,170_rat,aʔmadʒi,aʔmadʒi,a ʔ m a dʒ i,,Bremer2016,,,^ a ʔ m a dʒ i $,default,አይጥ
Maiyu-171_dust-1,,Maiyu,171_dust,ambʊdúr,ambʊdúr,a m b ʊ d ú/u r,,Bremer2016,,,^ a m b ʊ d ú r $,default,ኣቧራ
Fadashi-171_dust-1,,Fadashi,171_dust,amburu,amburu,a m b u r u,,Bremer2016,,,^ a m b u r u $,default,ኣቧራ
Undulu-171_dust-1,,Undulu,171_dust,hohuθa,hohuθa,h o h u θ a,,Bremer2016,,,^ h o h u θ a $,default,ኣቧራ
BelejeGonfoye-171_dust-1,,BelejeGonfoye,171_dust,ambuduɾo,ambuduɾo,a m b u d u ɾ o,,Bremer2016,,,^ a m b u d u ɾ o $,default,ኣቧራ
Maiyu-172_darkness-1,,Maiyu,172_darkness,amilo,amilo,a m i l o,,Bremer2016,,,^ a m i l o $,default,ጨለማ
Fadashi-172_darkness-1,,Fadashi,172_darkness,amiluʔa,amiluʔa,a m i l u ʔ a,,Bremer2016,,,^ a m i l u ʔ a $,default,ጨለማ
Undulu-172_darkness-1,,Undulu,172_darkness,amiluʔi,amiluʔi,a m i l u ʔ i,,Bremer2016,,,^ a m i l u ʔ i $,default,ጨለማ
BelejeGonfoye-172_darkness-1,,BelejeGonfoye,172_darkness,aɲi miloʔi,aɲi_miloʔi,a ɲ i + m i l o ʔ i,,Bremer2016,,,^ a ɲ i _ m i l o ʔ i $,default,ጨለማ
Maiyu-173_sand-1,,Maiyu,173_sand,ʃéːk’e,ʃéːk’e,ʃ éː/eː k ʔ e,,Bremer2016,,,^ ʃ éː k ’ e $,default,አሸዋ
Fadashi-173_sand-1,,Fadashi,173_sand,ʃéːk’e,ʃéːk’e,ʃ éː/eː k ʔ e,,Bremer2016,,,^ ʃ éː k ’ e $,default,አሸዋ
Undulu-173_sand-1,,Undulu,173_sand,ʃeːtʃ’e,ʃeːtʃ’e,ʃ eː tʃ ʔ e,,Bremer2016,,,^ ʃ eː tʃ ’ e $,default,አሸዋ
BelejeGonfoye-173_sand-1,,BelejeGonfoye,173_sand,asesɛke,asesɛke,a s e s ɛ k e,,Bremer2016,,,^ a s e s ɛ k e $,default,አሸዋ
Maiyu-174_deaf-1,,Maiyu,174_deaf,ʃɛr íle,ʃɛr_íle,ʃ ɛ r + í/i l e,,Bremer2016,,,^ ʃ ɛ r _ í l e $,default,ደንቆሮ
Fadashi-174_deaf-1,,Fadashi,174_deaf,máːla,máːla,m áː/aː l a,,Bremer2016,,,^ m áː l a $,default,ደንቆሮ
Undulu-174_deaf-1,,Undulu,174_deaf,sher íle,sher_íle,sh/ʃ e r + í/i l e,,Bremer2016,,,^ sh e r _ í l e $,default,ደንቆሮ
BelejeGonfoye-174_deaf-1,,BelejeGonfoye,174_deaf,mbəɲiro ilo,mbəɲiro_ilo,m b ə ɲ i r o + i l o,,Bremer2016,,,^ m b ə ɲ i r o _ i l o $,default,ደንቆሮ
Maiyu-175_buy-1,,Maiyu,175_buy,ʃɪbila,ʃɪbila,ʃ ɪ b i l a,,Bremer2016,,,^ ʃ ɪ b i l a $,default,ገዛ
Undulu-175_buy-1,,Undulu,175_buy,jéːla,jéːla,j éː/eː l a,,Bremer2016,,,^ j éː l a $,default,ገዛ
BelejeGonfoye-175_buy-1,,BelejeGonfoye,175_buy,eːlɛna,eːlɛna,eː l ɛ n a,,Bremer2016,,,^ eː l ɛ n a $,default,ገዛ
Maiyu-176_chair-1,,Maiyu,176_chair,al kʊ́rsi,al_kʊ́rsi,a l + k ʊ́/ʊ r s i,,Bremer2016,,,^ a l _ k ʊ́ rs i $,default,ወምበር
Fadashi-176_chair-1,,Fadashi,176_chair,ama:ɗé,ama:ɗé,a m aː ɗ é/e,,Bremer2016,,,^ a m a: ɗ é $,default,ወምበር
Undulu-176_chair-1,,Undulu,176_chair,alkúrsi,alkúrsi,a l k ú/u r s i,,Bremer2016,,,^ a l k ú rs i $,default,ወምበር
BelejeGonfoye-176_chair-1,,BelejeGonfoye,176_chair,adəŋo,adəŋo,a d ə ŋ o,,Bremer2016,,,^ a d ə ŋ o $,default,ወምበር
Maiyu-177_restv-1,,Maiyu,177_restv,ʃɔ́ːra,ʃɔ́ːra,ʃ ɔ́ː/ɔː r a,,Bremer2016,,,^ ʃ ɔ́ː r a $,default,አረፈ
Fadashi-177_restv-1,,Fadashi,177_restv,ʃóːra,ʃóːra,ʃ óː/oː r a,,Bremer2016,,,^ ʃ óː r a $,default,አረፈ
Undulu-177_restv-1,,Undulu,177_restv,ʃóːra,ʃóːra,ʃ óː/oː r a,,Bremer2016,,,^ ʃ óː r a $,default,አረፈ
BelejeGonfoye-177_restv-1,,BelejeGonfoye,177_restv,soːre,soːre,s oː r e,,Bremer2016,,,^ s oː r e $,default,አረፈ
Maiyu-178_hut-1,,Maiyu,178_hut,ʃúl ɲɛːra,ʃúl_ɲɛːra,ʃ ú/u l + ɲ ɛː r a,,Bremer2016,,,^ ʃ ú l _ ɲ ɛː r a $,default,ገጆ
Fadashi-178_hut-1,,Fadashi,178_hut,ʃulgwaːlé,ʃulgwaːlé,ʃ u l g w aː l é/e,,Bremer2016,,,^ ʃ u l gw aː l é $,default,ገጆ
Undulu-178_hut-1,,Undulu,178_hut,ʃúl ɲera,ʃúl_ɲera,ʃ ú/u l + ɲ e r a,,Bremer2016,,,^ ʃ ú l _ ɲ e r a $,default,ገጆ
BelejeGonfoye-178_hut-1,,BelejeGonfoye,178_hut,sulɲero / sul gʷole,sulɲero,s u l ɲ e r o,,Bremer2016,,,^ s u l ɲ e r o $,default,ገጆ
BelejeGonfoye-178_hut-2,,BelejeGonfoye,178_hut,sulɲero / sul gʷole,sul_gʷole,s u l + gʷ o l e,,Bremer2016,,,^ s u l _ gʷ o l e $,default,ገጆ
Maiyu-179_cloud-1,,Maiyu,179_cloud,agúːru,agúːru,a g úː/uː r u,,Bremer2016,,,^ a g úː r u $,default,ደመና
Fadashi-179_cloud-1,,Fadashi,179_cloud,agúːru,agúːru,a g úː/uː r u,,Bremer2016,,,^ a g úː r u $,default,ደመና
Undulu-179_cloud-1,,Undulu,179_cloud,agúːru,agúːru,a g úː/uː r u,,Bremer2016,,,^ a g úː r u $,default,ደመና
BelejeGonfoye-179_cloud-1,,BelejeGonfoye,179_cloud,aguru,aguru,a g u r u,,Bremer2016,,,^ a g u r u $,default,ደመና
Maiyu-180_friend-1,,Maiyu,180_friend,ahap’u,ahap’u,a h a p ʔ u,,Bremer2016,,,^ a h a p ’ u $,default,ጓደኛ
Fadashi-180_friend-1,,Fadashi,180_friend,haːɓu,haːɓu,h aː ɓ u,,Bremer2016,,,^ h aː ɓ u $,default,ጓደኛ
Undulu-180_friend-1,,Undulu,180_friend,aːgúʃúŋ,aːgúʃúŋ,aː g ú/u ʃ ú/u ŋ,,Bremer2016,,,^ aː g ú ʃ ú ŋ $,default,ጓደኛ
BelejeGonfoye-180_friend-1,,BelejeGonfoye,180_friend,age,age,a g e,,Bremer2016,,,^ a g e $,default,ጓደኛ
Maiyu-181_totowards-1,,Maiyu,181_totowards,θá,θá,θ á/a,,Bremer2016,,,^ θ á $,default,ወደ
Fadashi-181_totowards-1,,Fadashi,181_totowards,lɛ,lɛ,l ɛ,,Bremer2016,,,^ l ɛ $,default,ወደ
Undulu-181_totowards-1,,Undulu,181_totowards,θɛwa,θɛwa,θ ɛ w a,,Bremer2016,,,^ θ ɛ w a $,default,ወደ
BelejeGonfoye-181_totowards-1,,BelejeGonfoye,181_totowards,la,la,l a,,Bremer2016,,,^ l a $,default,ወደ
Maiyu-182_here-1,,Maiyu,182_here,θɛ́lːé,θɛ́lːé,θ ɛ́/ɛ lː é/e,,Bremer2016,,,^ θ ɛ́ lː é $,default,እዚህ
Fadashi-182_here-1,,Fadashi,182_here,θoːʔi / loːʔi,θoːʔi,θ oː ʔ i,,Bremer2016,,,^ θ oː ʔ i $,default,እዚህ
Fadashi-182_here-2,,Fadashi,182_here,θoːʔi / loːʔi,loːʔi,l oː ʔ i,,Bremer2016,,,^ l oː ʔ i $,default,እዚህ
Undulu-182_here-1,,Undulu,182_here,θoːʔiyu,θoːʔiyu,θ oː ʔ i y u,,Bremer2016,,,^ θ oː ʔ i y u $,default,እዚህ
BelejeGonfoye-182_here-1,,BelejeGonfoye,182_here,loːle,loːle,l oː l e,,Bremer2016,,,^ l oː l e $,default,እዚህ
Maiyu-183_medicine-1,,Maiyu,183_medicine,adːɛ́wa,adːɛ́wa,a dː ɛ́/ɛ w a,,Bremer2016,,,^ a dː ɛ́ w a $,default,መድሐኒት
Fadashi-183_medicine-1,,Fadashi,183_medicine,s’is’ia?iɲ,s’is’ia?iɲ,s ʔ i s ʔ i a i ɲ,,Bremer2016,,,^ s ’ i s ’ i a ? i ɲ $,default,መድሐኒት
Undulu-183_medicine-1,,Undulu,183_medicine,addáwa,addáwa,a d/dː á/a w a,,Bremer2016,,,^ a dd á w a $,default,መድሐኒት
BelejeGonfoye-183_medicine-1,,BelejeGonfoye,183_medicine,hoːtʃo,hoːtʃo,h oː tʃ o,,Bremer2016,,,^ h oː tʃ o $,default,መድሐኒት
Maiyu-184_stirringstickwhisk-1,,Maiyu,184_stirringstickwhisk,aɗaɗáfɛd,aɗaɗáfɛd,a ɗ a ɗ á/a f ɛ d,,Bremer2016,,,^ a ɗ a ɗ á f ɛ d $,default,ማማሰያ
Fadashi-184_stirringstickwhisk-1,,Fadashi,184_stirringstickwhisk,ɗaɗafet,ɗaɗafet,ɗ a ɗ a f e t,,Bremer2016,,,^ ɗ a ɗ a f e t $,default,ማማሰያ
Undulu-184_stirringstickwhisk-1,,Undulu,184_stirringstickwhisk,aɗanɗafet,aɗanɗafet,a ɗ a n ɗ a f e t,,Bremer2016,,,^ a ɗ a n ɗ a f e t $,default,ማማሰያ
BelejeGonfoye-184_stirringstickwhisk-1,,BelejeGonfoye,184_stirringstickwhisk,mulaːʷo,mulaːʷo,m u l aːʷ/aːu̯ o,,Bremer2016,,,^ m u l aːʷ o $,default,ማማሰያ
Maiyu-185_forgivehavemercy-1,,Maiyu,185_forgivehavemercy,afiːŋa,afiːŋa,a f iː ŋ a,,Bremer2016,,,^ a f iː ŋ a $,default,ምህረት አደረገ፣ይቅር አለ
Fadashi-185_forgivehavemercy-1,,Fadashi,185_forgivehavemercy,eʔafiːŋa,eʔafiːŋa,e ʔ a f iː ŋ a,,Bremer2016,,,^ e ʔ a f iː ŋ a $,default,ምህረት አደረገ፣ይቅር አለ
Undulu-185_forgivehavemercy-1,,Undulu,185_forgivehavemercy,afiiña,afiiña,a f iː ɲ a,,Bremer2016,,,^ a f ii ñ a $,default,ምህረት አደረገ፣ይቅር አለ
BelejeGonfoye-185_forgivehavemercy-1,,BelejeGonfoye,185_forgivehavemercy,bik’ɛneʲa,bik’ɛneʲa,b i k ʔ ɛ n eʲ/ei̯ a,,Bremer2016,,,^ b i k ’ ɛ n eʲ a $,default,ምህረት አደረገ፣ይቅር አለ
Maiyu-186_outside-1,,Maiyu,186_outside,θʊːθa,θʊːθa,θ ʊː θ a,,Bremer2016,,,^ θ ʊː θ a $,default,ውጭ
Fadashi-186_outside-1,,Fadashi,186_outside,θoːla,θoːla,θ oː l a,,Bremer2016,,,^ θ oː l a $,default,ውጭ
Undulu-186_outside-1,,Undulu,186_outside,θuːθe,θuːθe,θ uː θ e,,Bremer2016,,,^ θ uː θ e $,default,ውጭ
BelejeGonfoye-186_outside-1,,BelejeGonfoye,186_outside,ligogolo,ligogolo,l i g o g o l o,,Bremer2016,,,^ l i g o g o l o $,default,ውጭ
Maiyu-187_new-1,,Maiyu,187_new,t’ɔk’ɔló,t’ɔk’ɔló,t ʔ ɔ k ʔ ɔ l ó/o,,Bremer2016,,,^ t ’ ɔ k ’ ɔ l ó $,default,አዲስ
Fadashi-187_new-1,,Fadashi,187_new,tokolo / towolo,tokolo,t o k o l o,,Bremer2016,,,^ t o k o l o $,default,አዲስ
Fadashi-187_new-2,,Fadashi,187_new,tokolo / towolo,towolo,t o w o l o,,Bremer2016,,,^ t o w o l o $,default,አዲስ
Undulu-187_new-1,,Undulu,187_new,t’ok’oló,t’ok’oló,t ʔ o k ʔ o l ó/o,,Bremer2016,,,^ t ’ o k ’ o l ó $,default,አዲስ
BelejeGonfoye-187_new-1,,BelejeGonfoye,187_new,giːgoɗi,giːgoɗi,g iː g o ɗ i,,Bremer2016,,,^ g iː g o ɗ i $,default,አዲስ
Maiyu-188_meat-1,,Maiyu,188_meat,ʊʔûŋ,ʊʔûŋ,ʊ ʔ û/u ŋ,,Bremer2016,,,^ ʊ ʔ û ŋ $,default,ስጋ
Fadashi-188_meat-1,,Fadashi,188_meat,oʔoŋ,oʔoŋ,o ʔ o ŋ,,Bremer2016,,,^ o ʔ o ŋ $,default,ስጋ
Undulu-188_meat-1,,Undulu,188_meat,uqûñ,uqûñ,u q û/u ɲ,,Bremer2016,,,^ u q û ñ $,default,ስጋ
BelejeGonfoye-188_meat-1,,BelejeGonfoye,188_meat,oʔoɲe,oʔoɲe,o ʔ o ɲ e,,Bremer2016,,,^ o ʔ o ɲ e $,default,ስጋ
Maiyu-189_mosquito-1,,Maiyu,189_mosquito,jámúθ,jámúθ,j á/a m ú/u θ,,Bremer2016,,,^ j á m ú θ $,default,ቢምቢ
Fadashi-189_mosquito-1,,Fadashi,189_mosquito,uːmuθ,uːmuθ,uː m u θ,,Bremer2016,,,^ uː m u θ $,default,ቢምቢ
Undulu-189_mosquito-1,,Undulu,189_mosquito,jámúθ,jámúθ,j á/a m ú/u θ,,Bremer2016,,,^ j á m ú θ $,default,ቢምቢ
BelejeGonfoye-189_mosquito-1,,BelejeGonfoye,189_mosquito,úmúlí,úmúlí,ú/u m ú/u l í/i,,Bremer2016,,,^ ú m ú l í $,default,ቢምቢ
