ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AmharicGloss
Undulu-36_health-1,,Undulu,36_health,góːɗé,góːɗé,g óː/oː ɗ é/e,,Bremer2016,,,^ g óː ɗ é $,default,ጤና
BelejeGonfoye-36_health-1,,BelejeGonfoye,36_health,goɗe,goɗe,g o ɗ e,,Bremer2016,,,^ g o ɗ e $,default,ጤና
Maiyu-37_poundsmoothgrindfine-1,,Maiyu,37_poundsmoothgrindfine,rígis’iŋa,rígis’iŋa,r í/i g i s ʔ i ŋ a,,Bremer2016,,,^ r í g i s ’ i ŋ a $,default,ደቀቀ
Fadashi-37_poundsmoothgrindfine-1,,Fadashi,37_poundsmoothgrindfine,rɛgis’e,rɛgis’e,r ɛ g i s ʔ e,,Bremer2016,,,^ r ɛ g i s ’ e $,default,ደቀቀ
Undulu-37_poundsmoothgrindfine-1,,Undulu,37_poundsmoothgrindfine,díːsɛfaʔ,díːsɛfaʔ,d íː/iː s ɛ f a ʔ,,Bremer2016,,,^ d íː s ɛ f a ʔ $,default,ደቀቀ
BelejeGonfoye-37_poundsmoothgrindfine-1,,BelejeGonfoye,37_poundsmoothgrindfine,silːɪne,silːɪne,s i lː ɪ n e,,Bremer2016,,,^ s i lː ɪ n e $,default,ደቀቀ
Maiyu-38_eye-1,,Maiyu,38_eye,are,are,a r e,,Bremer2016,,,^ a r e $,default,አይን
Fadashi-38_eye-1,,Fadashi,38_eye,are / areʔolo,are,a r e,,Bremer2016,,,^ a r e $,default,አይን
Fadashi-38_eye-2,,Fadashi,38_eye,are / areʔolo,areʔolo,a r e ʔ o l o,,Bremer2016,,,^ a r e ʔ o l o $,default,አይን
Undulu-38_eye-1,,Undulu,38_eye,aroʔóló,aroʔóló,a r o ʔ ó/o l ó/o,,Bremer2016,,,^ a r o ʔ ó l ó $,default,አይን
BelejeGonfoye-38_eye-1,,BelejeGonfoye,38_eye,aré,aré,a r é/e,,Bremer2016,,,^ a r é $,default,አይን
Maiyu-39_forehead-1,,Maiyu,39_forehead,are gundi,are_gundi,a r e + g u n d i,,Bremer2016,,,^ a r e _ g u n d i $,default,ግንባር
Fadashi-39_forehead-1,,Fadashi,39_forehead,are gundi,are_gundi,a r e + g u n d i,,Bremer2016,,,^ a r e _ g u n d i $,default,ግንባር
Undulu-39_forehead-1,,Undulu,39_forehead,are gundi,are_gundi,a r e + g u n d i,,Bremer2016,,,^ a r e _ g u n d i $,default,ግንባር
BelejeGonfoye-39_forehead-1,,BelejeGonfoye,39_forehead,are gundi,are_gundi,a r e + g u n d i,,Bremer2016,,,^ a r e _ g u n d i $,default,ግንባር
Maiyu-40_tomorrow-1,,Maiyu,40_tomorrow,asːəbá,asːəbá,a sː ə b á/a,,Bremer2016,,,^ a sː ə b á $,default,ነገ
Fadashi-40_tomorrow-1,,Fadashi,40_tomorrow,mɛnɗaʃi,mɛnɗaʃi,m ɛ n ɗ a ʃ i,,Bremer2016,,,^ m ɛ n ɗ a ʃ i $,default,ነገ
Undulu-40_tomorrow-1,,Undulu,40_tomorrow,"menɗɛʃí, mendʒɛf",menɗɛʃí,m e n ɗ ɛ ʃ í/i,,Bremer2016,,,^ m e n ɗ ɛ ʃ í $,default,ነገ
Undulu-40_tomorrow-2,,Undulu,40_tomorrow,"menɗɛʃí, mendʒɛf",mendʒɛf,m e n dʒ ɛ f,,Bremer2016,,,^ m e n dʒ ɛ f $,default,ነገ
BelejeGonfoye-40_tomorrow-1,,BelejeGonfoye,40_tomorrow,uːʷé,uːʷé,uːʷ/uː é/e,,Bremer2016,,,^ uːʷ é $,default,ነገ
Maiyu-41_termitehill-1,,Maiyu,41_termitehill,p’agú,p’agú,p ʔ a g ú/u,,Bremer2016,,,^ p ’ a g ú $,default,ኩይሳ (የምስጥ ቤት)
Fadashi-41_termitehill-1,,Fadashi,41_termitehill,ɓaŋgó,ɓaŋgó,ɓ a ŋ g ó/o,,Bremer2016,,,^ ɓ a ŋ g ó $,default,ኩይሳ (የምስጥ ቤት)
Undulu-41_termitehill-1,,Undulu,41_termitehill,ɓaŋgó,ɓaŋgó,ɓ a ŋ g ó/o,,Bremer2016,,,^ ɓ a ŋ g ó $,default,ኩይሳ (የምስጥ ቤት)
BelejeGonfoye-41_termitehill-1,,BelejeGonfoye,41_termitehill,"ʃuli moro, ɓaŋgó",ʃuli_moro,ʃ u l i + m o r o,,Bremer2016,,,^ ʃ u l i _ m o r o $,default,ኩይሳ (የምስጥ ቤት)
BelejeGonfoye-41_termitehill-2,,BelejeGonfoye,41_termitehill,"ʃuli moro, ɓaŋgó",ɓaŋgó,ɓ a ŋ g ó/o,,Bremer2016,,,^ ɓ a ŋ g ó $,default,ኩይሳ (የምስጥ ቤት)
Maiyu-42_cultivateplough-1,,Maiyu,42_cultivateplough,p’áːla,p’áːla,p ʔ áː/aː l a,,Bremer2016,,,^ p ’ áː l a $,default,አርሰ
Fadashi-42_cultivateplough-1,,Fadashi,42_cultivateplough,ɓaːle,ɓaːle,ɓ aː l e,,Bremer2016,,,^ ɓ aː l e $,default,አርሰ
Undulu-42_cultivateplough-1,,Undulu,42_cultivateplough,ɓáːle,ɓáːle,ɓ áː/aː l e,,Bremer2016,,,^ ɓ áː l e $,default,አርሰ
BelejeGonfoye-42_cultivateplough-1,,BelejeGonfoye,42_cultivateplough,ɓáːle,ɓáːle,ɓ áː/aː l e,,Bremer2016,,,^ ɓ áː l e $,default,አርሰ
Maiyu-43_keepawayblock-1,,Maiyu,43_keepawayblock,p’aːra -ʔi,p’aːra_-ʔi,p ʔ aː r a + + ʔ i,,Bremer2016,,,^ p ’ aː r a _ - ʔ i $,default,ከለከለ፣አራቀ
Fadashi-43_keepawayblock-1,,Fadashi,43_keepawayblock,məriɛne,məriɛne,m ə r i ɛ n e,,Bremer2016,,,^ m ə r i ɛ n e $,default,ከለከለ፣አራቀ
Undulu-43_keepawayblock-1,,Undulu,43_keepawayblock,məriɛne,məriɛne,m ə r i ɛ n e,,Bremer2016,,,^ m ə r i ɛ n e $,default,ከለከለ፣አራቀ
BelejeGonfoye-43_keepawayblock-1,,BelejeGonfoye,43_keepawayblock,aʔurwaːne,aʔurwaːne,a ʔ u r w aː n e,,Bremer2016,,,^ a ʔ u rw aː n e $,default,ከለከለ፣አራቀ
Maiyu-44_stand-1,,Maiyu,44_stand,p’eːla,p’eːla,p ʔ eː l a,,Bremer2016,,,^ p ’ eː l a $,default,ቆመ
Fadashi-44_stand-1,,Fadashi,44_stand,ɓeːlé,ɓeːlé,ɓ eː l é/e,,Bremer2016,,,^ ɓ eː l é $,default,ቆመ
BelejeGonfoye-44_stand-1,,BelejeGonfoye,44_stand,ɓíːló,ɓíːló,ɓ íː/iː l ó/o,,Bremer2016,,,^ ɓ íː l ó $,default,ቆመ
Maiyu-45_postpillar-1,,Maiyu,45_postpillar,aʃíːba,aʃíːba,a ʃ íː/iː b a,,Bremer2016,,,^ a ʃ íː b a $,default,ምሰሶ
Fadashi-45_postpillar-1,,Fadashi,45_postpillar,"guɗuba, aʃiːba, ʃɪleli",guɗuba,g u ɗ u b a,,Bremer2016,,,^ g u ɗ u b a $,default,ምሰሶ
Fadashi-45_postpillar-2,,Fadashi,45_postpillar,"guɗuba, aʃiːba, ʃɪleli",aʃiːba,a ʃ iː b a,,Bremer2016,,,^ a ʃ iː b a $,default,ምሰሶ
Fadashi-45_postpillar-3,,Fadashi,45_postpillar,"guɗuba, aʃiːba, ʃɪleli",ʃɪleli,ʃ ɪ l e l i,,Bremer2016,,,^ ʃ ɪ l e l i $,default,ምሰሶ
Undulu-45_postpillar-1,,Undulu,45_postpillar,gúɗúbí,gúɗúbí,g ú/u ɗ ú/u b í/i,,Bremer2016,,,^ g ú ɗ ú b í $,default,ምሰሶ
BelejeGonfoye-45_postpillar-1,,BelejeGonfoye,45_postpillar,abiliʲo,abiliʲo,a b i l iʲ/i o,,Bremer2016,,,^ a b i l iʲ o $,default,ምሰሶ
Maiyu-46_turnaround-1,,Maiyu,46_turnaround,áʃɪmbriŋa,áʃɪmbriŋa,á/a ʃ ɪ m b r i ŋ a,,Bremer2016,,,^ á ʃ ɪ m b r i ŋ a $,default,ዞረ
Fadashi-46_turnaround-1,,Fadashi,46_turnaround,ʃɪmbira,ʃɪmbira,ʃ ɪ m b i r a,,Bremer2016,,,^ ʃ ɪ m b i r a $,default,ዞረ
Undulu-46_turnaround-1,,Undulu,46_turnaround,"bɛrʃiŋá, agiʃiŋgɛríŋ",bɛrʃiŋá,b ɛ r ʃ i ŋ á/a,,Bremer2016,,,^ b ɛ rʃ i ŋ á $,default,ዞረ
Undulu-46_turnaround-2,,Undulu,46_turnaround,"bɛrʃiŋá, agiʃiŋgɛríŋ",agiʃiŋgɛríŋ,a g i ʃ i ŋ g ɛ r í/i ŋ,,Bremer2016,,,^ a g i ʃ i ŋ g ɛ r í ŋ $,default,ዞረ
BelejeGonfoye-46_turnaround-1,,BelejeGonfoye,46_turnaround,ɗakʷoaʔe,ɗakʷoaʔe,ɗ a kʷ o a ʔ e,,Bremer2016,,,^ ɗ a kʷ o a ʔ e $,default,ዞረ
Maiyu-47_shadow-1,,Maiyu,47_shadow,aʃirɪ́ŋk’íθ,aʃirɪ́ŋk’íθ,a ʃ i r ɪ́/ɪ ŋ k ʔ í/i θ,,Bremer2016,,,^ a ʃ i r ɪ́ ŋ k ’ í θ $,default,ጥላ
Fadashi-47_shadow-1,,Fadashi,47_shadow,"aːʃoré, aŋgɪʃir",aːʃoré,aː ʃ o r é/e,,Bremer2016,,,^ aː ʃ o r é $,default,ጥላ
Fadashi-47_shadow-2,,Fadashi,47_shadow,"aːʃoré, aŋgɪʃir",aŋgɪʃir,a ŋ g ɪ ʃ i r,,Bremer2016,,,^ a ŋ g ɪ ʃ i r $,default,ጥላ
Undulu-47_shadow-1,,Undulu,47_shadow,aːʃorén,aːʃorén,aː ʃ o r é/e n,,Bremer2016,,,^ aː ʃ o r é n $,default,ጥላ
BelejeGonfoye-47_shadow-1,,BelejeGonfoye,47_shadow,asórí,asórí,a s ó/o r í/i,,Bremer2016,,,^ a s ó r í $,default,ጥላ
Maiyu-48_mouthlanguage-1,,Maiyu,48_mouthlanguage,ndu,ndu,n d u,,Bremer2016,,,^ n d u $,default,ኣፍ
Fadashi-48_mouthlanguage-1,,Fadashi,48_mouthlanguage,ndu,ndu,n d u,,Bremer2016,,,^ n d u $,default,ኣፍ
Undulu-48_mouthlanguage-1,,Undulu,48_mouthlanguage,ndu,ndu,n d u,,Bremer2016,,,^ n d u $,default,ኣፍ
BelejeGonfoye-48_mouthlanguage-1,,BelejeGonfoye,48_mouthlanguage,ndu,ndu,n d u,,Bremer2016,,,^ n d u $,default,ኣፍ
Maiyu-49_lips-1,,Maiyu,49_lips,ndu ʃɛfa,ndu_ʃɛfa,n d u + ʃ ɛ f a,,Bremer2016,,,^ n d u _ ʃ ɛ f a $,default,ከንፈር
Fadashi-49_lips-1,,Fadashi,49_lips,ndu ʃɛfaʔ,ndu_ʃɛfaʔ,n d u + ʃ ɛ f a ʔ,,Bremer2016,,,^ n d u _ ʃ ɛ f a ʔ $,default,ከንፈር
Undulu-49_lips-1,,Undulu,49_lips,ndu ʃɛfaʔ,ndu_ʃɛfaʔ,n d u + ʃ ɛ f a ʔ,,Bremer2016,,,^ n d u _ ʃ ɛ f a ʔ $,default,ከንፈር
BelejeGonfoye-49_lips-1,,BelejeGonfoye,49_lips,ndu ʃɛwa,ndu_ʃɛwa,n d u + ʃ ɛ w a,,Bremer2016,,,^ n d u _ ʃ ɛ w a $,default,ከንፈር
Maiyu-50_sleep-1,,Maiyu,50_sleep,nɛndígi,nɛndígi,n ɛ n d í/i g i,,Bremer2016,,,^ n ɛ n d í g i $,default,እንቅልፍ
Fadashi-50_sleep-1,,Fadashi,50_sleep,nɛndɛgi,nɛndɛgi,n ɛ n d ɛ g i,,Bremer2016,,,^ n ɛ n d ɛ g i $,default,እንቅልፍ
Undulu-50_sleep-1,,Undulu,50_sleep,əndɪ́ge,əndɪ́ge,ə n d ɪ́/ɪ g e,,Bremer2016,,,^ ə n d ɪ́ g e $,default,እንቅልፍ
BelejeGonfoye-50_sleep-1,,BelejeGonfoye,50_sleep,nɛdigi,nɛdigi,n ɛ d i g i,,Bremer2016,,,^ n ɛ d i g i $,default,እንቅልፍ
Maiyu-51_half-1,,Maiyu,51_half,anːus,anːus,a nː u s,,Bremer2016,,,^ a nː u s $,default,
Fadashi-51_half-1,,Fadashi,51_half,aːs’oma,aːs’oma,aː s ʔ o m a,,Bremer2016,,,^ aː s ’ o m a $,default,
Undulu-51_half-1,,Undulu,51_half,aːkiθowaʔ,aːkiθowaʔ,aː k i θ o w a ʔ,,Bremer2016,,,^ aː k i θ o w a ʔ $,default,
BelejeGonfoye-51_half-1,,BelejeGonfoye,51_half,bebɛlolo,bebɛlolo,b e b ɛ l o l o,,Bremer2016,,,^ b e b ɛ l o l o $,default,
Maiyu-52_flyv-1,,Maiyu,52_flyv,bədá,bədá,b ə d á/a,,Bremer2016,,,^ b ə d á $,default,በረረ
Fadashi-52_flyv-1,,Fadashi,52_flyv,bədé,bədé,b ə d é/e,,Bremer2016,,,^ b ə d é $,default,በረረ
Undulu-52_flyv-1,,Undulu,52_flyv,bədé,bədé,b ə d é/e,,Bremer2016,,,^ b ə d é $,default,በረረ
BelejeGonfoye-52_flyv-1,,BelejeGonfoye,52_flyv,buːne,buːne,b uː n e,,Bremer2016,,,^ b uː n e $,default,በረረ
Maiyu-53_behot-1,,Maiyu,53_behot,bɛɗí,bɛɗí,b ɛ ɗ í/i,,Bremer2016,,,^ b ɛ ɗ í $,default,ሞቀ
Fadashi-53_behot-1,,Fadashi,53_behot,bɛɗi,bɛɗi,b ɛ ɗ i,,Bremer2016,,,^ b ɛ ɗ i $,default,ሞቀ
Undulu-53_behot-1,,Undulu,53_behot,bɛɗí,bɛɗí,b ɛ ɗ í/i,,Bremer2016,,,^ b ɛ ɗ í $,default,ሞቀ
BelejeGonfoye-53_behot-1,,BelejeGonfoye,53_behot,bəɗi,bəɗi,b ə ɗ i,,Bremer2016,,,^ b ə ɗ i $,default,ሞቀ
Maiyu-54_besick-1,,Maiyu,54_besick,bɛɗí,bɛɗí,b ɛ ɗ í/i,,Bremer2016,,,^ b ɛ ɗ í $,default,ታመመ
Fadashi-54_besick-1,,Fadashi,54_besick,sukuliŋe,sukuliŋe,s u k u l i ŋ e,,Bremer2016,,,^ s u k u l i ŋ e $,default,ታመመ
Undulu-54_besick-1,,Undulu,54_besick,sukuθiŋe,sukuθiŋe,s u k u θ i ŋ e,,Bremer2016,,,^ s u k u θ i ŋ e $,default,ታመመ
BelejeGonfoye-54_besick-1,,BelejeGonfoye,54_besick,t͡ʃ’uleʔe,t͡ʃ’uleʔe,tʃ ʔ u l e ʔ e,,Bremer2016,,,^ t͡ʃ ’ u l e ʔ e $,default,ታመመ
Maiyu-55_bestrong-1,,Maiyu,55_bestrong,p’áɗiʔí,p’áɗiʔí,p ʔ á/a ɗ i ʔ í/i,,Bremer2016,,,^ p ’ á ɗ i ʔ í $,default,ጠንካራ
Fadashi-55_bestrong-1,,Fadashi,55_bestrong,ɓəɗiʔi,ɓəɗiʔi,ɓ ə ɗ i ʔ i,,Bremer2016,,,^ ɓ ə ɗ i ʔ i $,default,ጠንካራ
Undulu-55_bestrong-1,,Undulu,55_bestrong,ɓə́ɗiʔé,ɓə́ɗiʔé,ɓ ə́/ə ɗ i ʔ é/e,,Bremer2016,,,^ ɓ ə́ ɗ i ʔ é $,default,ጠንካራ
BelejeGonfoye-55_bestrong-1,,BelejeGonfoye,55_bestrong,ɓaɗolo,ɓaɗolo,ɓ a ɗ o l o,,Bremer2016,,,^ ɓ a ɗ o l o $,default,ጠንካራ
Maiyu-56_hideconceal-1,,Maiyu,56_hideconceal,bəná,bəná,b ə n á/a,,Bremer2016,,,^ b ə n á $,default,ተደበቀ
Fadashi-56_hideconceal-1,,Fadashi,56_hideconceal,bone,bone,b o n e,,Bremer2016,,,^ b o n e $,default,ተደበቀ
Undulu-56_hideconceal-1,,Undulu,56_hideconceal,ɓóːkoló,ɓóːkoló,ɓ óː/oː k o l ó/o,,Bremer2016,,,^ ɓ óː k o l ó $,default,ተደበቀ
BelejeGonfoye-56_hideconceal-1,,BelejeGonfoye,56_hideconceal,ɓəŋoʔe,ɓəŋoʔe,ɓ ə ŋ o ʔ e,,Bremer2016,,,^ ɓ ə ŋ o ʔ e $,default,ተደበቀ
Maiyu-57_catch-1,,Maiyu,57_catch,múːfa,múːfa,m úː/uː f a,,Bremer2016,,,^ m úː f a $,default,ያዘ
Fadashi-57_catch-1,,Fadashi,57_catch,mːoːne,mːoːne,mː oː n e,,Bremer2016,,,^ mː oː n e $,default,ያዘ
Undulu-57_catch-1,,Undulu,57_catch,múːfo,múːfo,m úː/uː f o,,Bremer2016,,,^ m úː f o $,default,ያዘ
BelejeGonfoye-57_catch-1,,BelejeGonfoye,57_catch,mʷɔːne,mʷɔːne,mʷ ɔː n e,,Bremer2016,,,^ mʷ ɔː n e $,default,ያዘ
Maiyu-58_bered-1,,Maiyu,58_bered,bɪɲɛní,bɪɲɛní,b ɪ ɲ ɛ n í/i,,Bremer2016,,,^ b ɪ ɲ ɛ n í $,default,ቀይ ሆነ
Fadashi-58_bered-1,,Fadashi,58_bered,bɪni,bɪni,b ɪ n i,,Bremer2016,,,^ b ɪ n i $,default,ቀይ ሆነ
Undulu-58_bered-1,,Undulu,58_bered,bɛní,bɛní,b ɛ n í/i,,Bremer2016,,,^ b ɛ n í $,default,ቀይ ሆነ
BelejeGonfoye-58_bered-1,,BelejeGonfoye,58_bered,bɛɲi,bɛɲi,b ɛ ɲ i,,Bremer2016,,,^ b ɛ ɲ i $,default,ቀይ ሆነ
Maiyu-59_stopprohibit-1,,Maiyu,59_stopprohibit,bəká,bəká,b ə k á/a,,Bremer2016,,,^ b ə k á $,default,አታድርግ፣ቆመ
Fadashi-59_stopprohibit-1,,Fadashi,59_stopprohibit,beːká,beːká,b eː k á/a,,Bremer2016,,,^ b eː k á $,default,አታድርግ፣ቆመ
Undulu-59_stopprohibit-1,,Undulu,59_stopprohibit,ari,ari,a r i,,Bremer2016,,,^ a r i $,default,አታድርግ፣ቆመ
BelejeGonfoye-59_stopprohibit-1,,BelejeGonfoye,59_stopprohibit,biːlaʔo,biːlaʔo,b iː l a ʔ o,,Bremer2016,,,^ b iː l a ʔ o $,default,አታድርግ፣ቆመ
Maiyu-60_enough-1,,Maiyu,60_enough,bəka,bəka,b ə k a,,Bremer2016,,,^ b ə k a $,default,በቃ!
Fadashi-60_enough-1,,Fadashi,60_enough,koːɗe,koːɗe,k oː ɗ e,,Bremer2016,,,^ k oː ɗ e $,default,በቃ!
Undulu-60_enough-1,,Undulu,60_enough,ɲéːʃe,ɲéːʃe,ɲ éː/eː ʃ e,,Bremer2016,,,^ ɲ éːʃ e $,default,በቃ!
BelejeGonfoye-60_enough-1,,BelejeGonfoye,60_enough,kóːɗé,kóːɗé,k óː/oː ɗ é/e,,Bremer2016,,,^ k óː ɗ é $,default,በቃ!
Maiyu-61_sweet-1,,Maiyu,61_sweet,mɛnɛ́mɛɲɪní,mɛnɛ́mɛɲɪní,m ɛ n ɛ́/ɛ m ɛ ɲ ɪ n í/i,,Bremer2016,,,^ m ɛ n ɛ́ m ɛ ɲ ɪ n í $,default,ጣፈጠ
Fadashi-61_sweet-1,,Fadashi,61_sweet,menémeniɲi,menémeniɲi,m e n é/e m e n i ɲ i,,Bremer2016,,,^ m e n é m e n i ɲ i $,default,ጣፈጠ
Undulu-61_sweet-1,,Undulu,61_sweet,nɛkɪnɛki,nɛkɪnɛki,n ɛ k ɪ n ɛ k i,,Bremer2016,,,^ n ɛ k ɪ n ɛ k i $,default,ጣፈጠ
BelejeGonfoye-61_sweet-1,,BelejeGonfoye,61_sweet,nɛnɛmɛnmeʔi,nɛnɛmɛnmeʔi,n ɛ n ɛ m ɛ n m e ʔ i,,Bremer2016,,,^ n ɛ n ɛ m ɛ n m e ʔ i $,default,ጣፈጠ
Maiyu-62_women-1,,Maiyu,62_women,míːhi,míːhi,m íː/iː h i,,Bremer2016,,,^ m íː h i $,default,ሴቶች
Fadashi-62_women-1,,Fadashi,62_women,mehi,mehi,m e h i,,Bremer2016,,,^ m e h i $,default,ሴቶች
BelejeGonfoye-62_women-1,,BelejeGonfoye,62_women,waː meʲile,waː_meʲile,w aː + m eʲ/ei̯ i l e,,Bremer2016,,,^ w aː _ m eʲ i l e $,default,ሴቶች
Maiyu-63_wives-1,,Maiyu,63_wives,miːhi,miːhi,m iː h i,,Bremer2016,,,^ m iː h i $,default,ሚስቶች
Fadashi-63_wives-1,,Fadashi,63_wives,mehi,mehi,m e h i,,Bremer2016,,,^ m e h i $,default,ሚስቶች
Undulu-63_wives-1,,Undulu,63_wives,mɪhi,mɪhi,m ɪ h i,,Bremer2016,,,^ m ɪ h i $,default,ሚስቶች
BelejeGonfoye-63_wives-1,,BelejeGonfoye,63_wives,waː ɓodole,waː_ɓodole,w aː + ɓ o d o l e,,Bremer2016,,,^ w aː _ ɓ o d o l e $,default,ሚስቶች
Maiyu-64_snore-1,,Maiyu,64_snore,bɔŋgóri,bɔŋgóri,b ɔ ŋ g ó/o r i,,Bremer2016,,,^ b ɔ ŋ g ó r i $,default,ኣንኮራፋ
Fadashi-64_snore-1,,Fadashi,64_snore,haroɗi,haroɗi,h a r o ɗ i,,Bremer2016,,,^ h a r o ɗ i $,default,ኣንኮራፋ
Undulu-64_snore-1,,Undulu,64_snore,goróɗi,goróɗi,g o r ó/o ɗ i,,Bremer2016,,,^ g o r ó ɗ i $,default,ኣንኮራፋ
BelejeGonfoye-64_snore-1,,BelejeGonfoye,64_snore,ɲarɗoɗe,ɲarɗoɗe,ɲ a r ɗ o ɗ e,,Bremer2016,,,^ ɲ a r ɗ o ɗ e $,default,ኣንኮራፋ
Maiyu-65_frog-1,,Maiyu,65_frog,bɔñɔ́ʃ,bɔñɔ́ʃ,b ɔ ɲ ɔ́/ɔ ʃ,,Bremer2016,,,^ b ɔ ñ ɔ́ ʃ $,default,እንቁራሪት
Fadashi-65_frog-1,,Fadashi,65_frog,boŋoʃ,boŋoʃ,b o ŋ o ʃ,,Bremer2016,,,^ b o ŋ o ʃ $,default,እንቁራሪት
Undulu-65_frog-1,,Undulu,65_frog,boŋkóʃ,boŋkóʃ,b o ŋ k ó/o ʃ,,Bremer2016,,,^ b o ŋ k óʃ $,default,እንቁራሪት
BelejeGonfoye-65_frog-1,,BelejeGonfoye,65_frog,koŋosi,koŋosi,k o ŋ o s i,,Bremer2016,,,^ k o ŋ o s i $,default,እንቁራሪት
Maiyu-66_insultoffend-1,,Maiyu,66_insultoffend,bɔʃa,bɔʃa,b ɔ ʃ a,,Bremer2016,,,^ b ɔ ʃ a $,default,ሰደበ
Fadashi-66_insultoffend-1,,Fadashi,66_insultoffend,bóʃa,bóʃa,b ó/o ʃ a,,Bremer2016,,,^ b óʃ a $,default,ሰደበ
Undulu-66_insultoffend-1,,Undulu,66_insultoffend,bóːʃa,bóːʃa,b óː/oː ʃ a,,Bremer2016,,,^ b óːʃ a $,default,ሰደበ
BelejeGonfoye-66_insultoffend-1,,BelejeGonfoye,66_insultoffend,bosa,bosa,b o s a,,Bremer2016,,,^ b o s a $,default,ሰደበ
Maiyu-67_return-1,,Maiyu,67_return,maθá,maθá,m a θ á/a,,Bremer2016,,,^ m a θ á $,default,ተመለሰ፣ሄደ
Fadashi-67_return-1,,Fadashi,67_return,moliaʔi,moliaʔi,m o l i a ʔ i,,Bremer2016,,,^ m o l i a ʔ i $,default,ተመለሰ፣ሄደ
Undulu-67_return-1,,Undulu,67_return,mɛθóʔilo,mɛθóʔilo,m ɛ θ ó/o ʔ i l o,,Bremer2016,,,^ m ɛ θ ó ʔ i l o $,default,ተመለሰ፣ሄደ
BelejeGonfoye-67_return-1,,BelejeGonfoye,67_return,nolaʔolo,nolaʔolo,n o l a ʔ o l o,,Bremer2016,,,^ n o l a ʔ o l o $,default,ተመለሰ፣ሄደ
Maiyu-68_rainbow-1,,Maiyu,68_rainbow,məzəlo,məzəlo,m ə z ə l o,,Bremer2016,,,^ m ə z ə l o $,default,ቀስተዳመና
Fadashi-68_rainbow-1,,Fadashi,68_rainbow,mozol,mozol,m o z o l,,Bremer2016,,,^ m o z o l $,default,ቀስተዳመና
Undulu-68_rainbow-1,,Undulu,68_rainbow,mogól,mogól,m o g ó/o l,,Bremer2016,,,^ m o g ó l $,default,ቀስተዳመና
BelejeGonfoye-68_rainbow-1,,BelejeGonfoye,68_rainbow,amuʷgaʔo,amuʷgaʔo,a m uʷ/u g a ʔ o,,Bremer2016,,,^ a m uʷ g a ʔ o $,default,ቀስተዳመና
Maiyu-69_evening-1,,Maiyu,69_evening,mbə́ giʃú,mbə́_giʃú,m b ə́/ə + g i ʃ ú/u,,Bremer2016,,,^ m b ə́ _ g i ʃ ú $,default,ምሽት
Fadashi-69_evening-1,,Fadashi,69_evening,giːgije,giːgije,g iː g i j e,,Bremer2016,,,^ g iː g i j e $,default,ምሽት
Undulu-69_evening-1,,Undulu,69_evening,maː͡dʒíhe,maː͡dʒíhe,m aː d ʒ í/i h e,,Bremer2016,,,^ m aː͡d ʒ í h e $,default,ምሽት
BelejeGonfoye-69_evening-1,,BelejeGonfoye,69_evening,aːbule,aːbule,aː b u l e,,Bremer2016,,,^ aː b u l e $,default,ምሽት
Maiyu-70_theirs-1,,Maiyu,70_theirs,mbə́ máre,mbə́_máre,m b ə́/ə + m á/a r e,,Bremer2016,,,^ m b ə́ _ m á r e $,default,የእነሱ
Fadashi-70_theirs-1,,Fadashi,70_theirs,mbəmare,mbəmare,m b ə m a r e,,Bremer2016,,,^ m b ə m a r e $,default,የእነሱ
Undulu-70_theirs-1,,Undulu,70_theirs,mbə́máre,mbə́máre,m b ə́/ə m á/a r e,,Bremer2016,,,^ m b ə́ m á r e $,default,የእነሱ
BelejeGonfoye-70_theirs-1,,BelejeGonfoye,70_theirs,mbəmaré,mbəmaré,m b ə m a r é/e,,Bremer2016,,,^ m b ə m a r é $,default,የእነሱ
Maiyu-71_yourspl-1,,Maiyu,71_yourspl,mbə́ ŋgáma,mbə́_ŋgáma,m b ə́/ə + ŋ g á/a m a,,Bremer2016,,,^ m b ə́ _ ŋ g á m a $,default,የእናንተ
Fadashi-71_yourspl-1,,Fadashi,71_yourspl,mbəma,mbəma,m b ə m a,,Bremer2016,,,^ m b ə m a $,default,የእናንተ
Undulu-71_yourspl-1,,Undulu,71_yourspl,mbúma,mbúma,m b ú/u m a,,Bremer2016,,,^ m b ú m a $,default,የእናንተ
BelejeGonfoye-71_yourspl-1,,BelejeGonfoye,71_yourspl,mbəma,mbəma,m b ə m a,,Bremer2016,,,^ m b ə m a $,default,የእናንተ
Maiyu-72_bebecomewet-1,,Maiyu,72_bebecomewet,p’ʊ́s’í,p’ʊ́s’í,p ʔ ʊ́/ʊ s ʔ í/i,,Bremer2016,,,^ p ’ ʊ́ s ’ í $,default,ራሰ፣ረጠበ
Fadashi-72_bebecomewet-1,,Fadashi,72_bebecomewet,ɓus’i,ɓus’i,ɓ u s ʔ i,,Bremer2016,,,^ ɓ u s ’ i $,default,ራሰ፣ረጠበ
Undulu-72_bebecomewet-1,,Undulu,72_bebecomewet,ɓús’í,ɓús’í,ɓ ú/u s ʔ í/i,,Bremer2016,,,^ ɓ ú s ’ í $,default,ራሰ፣ረጠበ
